Video ID,Title,Channel,Channel Subscribers,View Count,Likes,Dislikes,Comment Count,Published Date,Duration
-nKYHl1gu_U,Pro-Palestinian crowds try to storm air base housing U.S. troops in Turkey,NBC News,9330000,1558868,9528,715,9191,2023-11-05T23:00:00Z,55
eJKhjW5e6iM,Dozens killed in Israeli airstrike at Al-Maghazi refugee camp,NBC News,9330000,130801,686,-1,797,2023-11-05T22:33:48Z,71
Y6j6wt68lUw,Zelenskyy says he’s ‘ready to go to Israel today’ but the visit will ‘depend on a number of things’ ,NBC News,9330000,21147,211,451,312,2023-11-05T21:30:02Z,101
DCY6Opr_qtM,"Zelenskyy: Russia, Iran and North Korea sponsored Hamas’ attack on Israel",NBC News,9330000,31627,261,-1,265,2023-11-05T21:00:07Z,139
EPi8FQLDsy8,Palestinians search for survivors after airstrike in Khan Younis,NBC News,9330000,29769,91,-1,103,2023-11-04T17:30:01Z,51
KHCjHNmtfVk,Blinken fears cease-fire would allow Hamas to 'regroup and repeat' attack,NBC News,9330000,31134,310,73,428,2023-11-04T17:00:13Z,174
T2HCh8uYulc,Blinken shares condolences for U.N. workers killed in Gaza,NBC News,9330000,50047,255,-1,332,2023-11-04T16:30:04Z,85
ym2T9ZD9m78,Gazans receiving medical treatment in Israel are now stuck as war continues,NBC News,9330000,82336,573,26,511,2023-11-04T16:15:04Z,264
imz3HSH5e0A,An exclusive inside-look at Israel's 'Oasis of Peace',NBC News,9330000,5269,71,-1,24,2023-11-04T16:00:25Z,154
_1JxMNJLL6g,American trapped in Gaza for weeks recalls crossing into Egypt,NBC News,9330000,15373,105,-1,105,2023-11-04T04:00:29Z,348
kZYxI4XpaCk,Obama says it is 'hard to be hopeful' amid Israel-Hamas war ,NBC News,9330000,494640,6366,7046,4989,2023-11-04T03:00:21Z,253
w46FHOBGcsM,"Two women, one Jewish and one Muslim, find common ground amid pain of war",NBC News,9330000,57745,2242,-1,397,2023-11-04T02:30:22Z,188
XhKRhjQdhGQ,Empty seats at Shabbat dinner for Israeli families amid the war,NBC News,9330000,5053,53,0,35,2023-11-04T01:45:02Z,148
7_7uVh0-7R8,Tension between US and Israel over calls for humanitarian 'pause',NBC News,9330000,764229,5143,-1,6679,2023-11-03T23:45:00Z,223
ezPgtE5S_Yo,Scottish first minister describes trauma of in-laws' time trapped in Gaza,NBC News,9330000,3409,34,0,36,2023-11-03T23:30:14Z,64
nsJCeZXICus,Full Panel: Biden ‘backtracking’ position on Israel because of response from public,NBC News,9330000,34279,266,-1,281,2023-11-03T22:00:25Z,522
-Y02_EmWHEc,Civilians in Gaza trapped in a ‘siege within a siege’: Oxfam America CEO,NBC News,9330000,15455,53,-1,65,2023-11-03T21:30:00Z,426
18S9JG1WC4Q,‘Unprecedented’ U.S. Reaper drones flying over Gaza to aid hostage recovery efforts,NBC News,9330000,419550,2093,1997,846,2023-11-03T21:15:00Z,158
n2PTKIEbuHM,Palestinian American aid worker speaks about living through airstrikes in Gaza,NBC News,9330000,6897,75,-1,65,2023-11-03T14:15:03Z,447
uEKJ8rfxsqs,"3 injured by rocket strike on Tel Aviv apartment building, medical response group says",NBC News,9330000,6202,63,0,21,2023-11-03T13:45:06Z,42
HslfECG0SZY,What Blinken hopes to accomplish during third visit to Israel during war,NBC News,9330000,6252,31,-1,44,2023-11-03T14:00:15Z,239
hRmNjTC6cYI,Israeli military appears to close to entering Gaza City,NBC News,9330000,69844,254,13,286,2023-11-03T12:45:04Z,143
X2t6NyGP1-w,Hamas official claims it's their 'legal right' to fight against Israeli occupation,NBC News,9330000,400233,3935,-1,5259,2023-11-03T04:45:02Z,335
Nj45bKsJSBg,Hamas hoarding thousands of gallons of fuel as Gaza hospitals run low,NBC News,9330000,31489,313,-1,179,2023-11-03T03:18:40Z,161
Uz3vQxYlFJI,Woman who was trapped in Gaza reunites with sister over Facetime after escaping,NBC News,9330000,2475,32,0,9,2023-11-03T03:00:16Z,265
oha4pk9jBIc,Republican-led House passes $14.3 billion aid bill for Israel,NBC News,9330000,105912,743,-1,1400,2023-11-03T01:00:18Z,189
KidQmCdhA3M,Tensions on college campuses escalating amid Israel-Hamas war,NBC News,9330000,64219,456,37,651,2023-11-03T01:30:12Z,199
RDm8OA52v-g,Video appears to show Israel Defense Forces abusing detained Palestinian men,NBC News,9330000,123674,1684,-1,1360,2023-11-02T23:45:02Z,243
F7yumPmnRKI,Dozens of Palestinian Americans cross Rafah border out of Gaza as fighting continues,NBC News,9330000,40425,196,31,190,2023-11-02T23:30:02Z,212
WMaX-JPgjrk,Meeks: ‘Republicans are playing politics with our national security’ over Israel aid bill,NBC News,9330000,9227,85,-1,109,2023-11-02T21:45:00Z,552
WSYIP6JHz3Y,"Israel surrounding Gaza City marks difficult ‘kick off point,’ fmr. general explains",NBC News,9330000,141908,597,-1,355,2023-11-02T21:32:21Z,497
FUzLx1l37RE,Blinken reiterates Israel support but urges restraint as Gaza casualties rise,NBC News,9330000,12621,73,9,34,2023-11-02T21:00:25Z,241
XWeFNVeKjnM,Foreign passport holders gather at the Rafah crossing hoping for a way out of Gaza,NBC News,9330000,15845,52,-1,56,2023-11-02T15:45:02Z,105
ZMLXZ8XDlm0,Senate passes funding bills aiming to prevent shutdown before deadline,NBC News,9330000,11061,138,3,38,2023-11-02T15:12:14Z,163
loBhJAaPGCs,This Morning’s Top Headlines – Nov. 2,NBC News,9330000,193372,1137,-1,295,2023-11-02T12:33:36Z,1548
IQDck3jXGqE,Israeli military video shows ground campaign inside Gaza,NBC News,9330000,64241,311,59,105,2023-11-02T12:00:12Z,57
Lp_w6bPvlF8,Some members of Jewish community purchasing firearms amid Israel-Hamas war,NBC News,9330000,39747,586,-1,551,2023-11-02T01:30:11Z,161
Rr34dVCf1Tg,Israel-Hamas war fueling tensions on U.S. college campuses,NBC News,9330000,215125,1285,-1,1359,2023-11-01T23:45:01Z,140
w3WSRNwn8lE,First evacuees make way out of Gaza across Rafah border crossing,NBC News,9330000,38162,230,0,125,2023-11-01T23:30:09Z,252
YzZdyLBhfhU,"Biden thanks Egypt, Israel as evacuations of people trapped in Gaza begin",NBC News,9330000,22716,180,-1,197,2023-11-01T22:30:06Z,173
zY6lnbnubzw,IDF spokesman: Civilians hit by Jabalia strike knew it was coming,NBC News,9330000,429633,3541,3211,3237,2023-11-01T21:31:58Z,557
Z09FGJNOOFs,Israeli Defense Forces video shows fighting inside Gaza,NBC News,9330000,117622,583,-1,256,2023-11-01T19:36:12Z,80
VB96NX3h33E,Video shows civilians entering the Rafah crossing to Egypt from Gaza,NBC News,9330000,88320,320,-1,313,2023-11-01T12:30:23Z,52
6CKl2xjghtc,Israeli military releases more video of Gaza Strip ground operation,NBC News,9330000,104855,483,102,278,2023-11-01T12:00:06Z,46
Bc5kHBo0ezc,How Israelis in southern kibbutzim are dealing with war trauma,NBC News,9330000,8109,62,-1,29,2023-11-01T04:15:00Z,222
ocjAYVjQWrg,Family member of Israeli hostages speaks out,NBC News,9330000,8539,43,0,21,2023-11-01T04:30:16Z,220
ymURIw3dB1Q,Villagers' fate remains unknown amid the ongoing fight between Israel and Hezbollah,NBC News,9330000,44304,510,-1,94,2023-11-01T03:30:21Z,159
P1JJQa0Ohbo,Israel-Hamas war hits home for many Minneapolis residents,NBC News,9330000,102450,408,110,400,2023-11-01T00:30:10Z,185
A0K3O5KkKlY,More humanitarian aid sent into Gaza from Egypt as many Americans remain trapped,NBC News,9330000,11214,73,-1,64,2023-11-01T00:00:08Z,142
cd24N0tF-jY,FBI director warns of growing domestic threat amid Israel-Hamas war,NBC News,9330000,127420,719,1132,986,2023-10-31T23:45:01Z,144
RgNdKw5Ello,Deadly strike on Gaza refugee camp,NBC News,9330000,168776,1057,-1,1378,2023-10-31T23:30:03Z,214
WgPgBqczID4,U.N. spokesperson: ‘Workers need to feel safe’ to deliver aid to Gaza ‘with warfare happening’,NBC News,9330000,8518,52,-1,35,2023-10-31T22:30:06Z,415
e97-9izGn70,Dozens killed in Gaza refugee camp explosion,NBC News,9330000,283656,1806,622,2150,2023-10-31T17:30:03Z,75
-Gur38xmDks,Video shows freed Israeli hostage being reunited with family,NBC News,9330000,12584,95,-1,34,2023-10-31T14:00:00Z,42
_OPgyvt32lc,Israeli military releases more video of its ground operation inside the Gaza Strip,NBC News,9330000,112665,510,192,246,2023-10-31T12:30:19Z,63
zDYdVoKaVnw,"Red Crescent warehouse in Gaza City put out of action after blasts, organization says",NBC News,9330000,3264,25,-1,9,2023-10-31T12:01:00Z,56
zW6c3GaLem0,Get an inside look at the world's largest underground hospital in Israel,NBC News,9330000,20288,197,0,67,2023-10-31T04:30:21Z,202
wHRLBjbT2UQ,Gaza aid worker describes terror of shelling,NBC News,9330000,5063,46,-1,39,2023-10-31T04:00:30Z,167
Vm1by_drFRo,Israeli military rescues hostage held by Hamas during ground offensive,NBC News,9330000,65067,920,-1,269,2023-10-31T01:15:01Z,243
1FQ3IpA6RxE,Hundreds of Gazan workers stranded in the West Bank,NBC News,9330000,13728,94,0,37,2023-10-31T01:45:00Z,331
ICR5ml2YPkI,Israel’s president: 23-year-old Israeli hostage Shani Louk was beheaded by Hamas,NBC News,9330000,1015600,7712,-1,5441,2023-10-30T23:31:44Z,162
53UMd-NlYdM,House Israel aid bill includes $14.3 billion by slashing IRS funds,NBC News,9330000,58791,517,163,693,2023-10-30T22:30:00Z,194
IZcw9QP0_mc,Netanyahu says ceasefire ‘will not happen’ in speech pointed at international audience,NBC News,9330000,51691,352,-1,303,2023-10-30T21:30:55Z,476
6agfHSIDV3E,Brokering peace: The two-state solution explained,NBC News,9330000,23913,196,11,156,2023-10-30T20:30:00Z,176
irs7yHLYPZs,Israeli hostage freed during ground operation,NBC News,9330000,16589,156,-1,96,2023-10-30T18:30:26Z,233
Gw55j3bqTWY,"Israeli raid on Jenin, West Bank, leaves four dead, Palestinian officials say",NBC News,9330000,27612,149,-1,160,2023-10-30T14:30:11Z,74
B4AxMgMmoFE,Video shows displaced civilians sheltering in Al-Quds Hospital in Gaza City,NBC News,9330000,37955,146,3,202,2023-10-30T10:30:07Z,67
qNbUrjHg2Cw,Israel-Hamas war enters new phase as Israel expands offensive in Gaza,NBC News,9330000,460967,2753,-1,1599,2023-10-30T00:30:19Z,171
OAZNzqzVlSg,Al-Shati refugee camp in ruins from continuous airstrikes,NBC News,9330000,10445,82,0,45,2023-10-29T22:00:08Z,49
IHEgR1vmsng,Jayapal on 2024: 'I am certainly concerned about [Biden's] approach' to Israel,NBC News,9330000,136601,550,-1,1014,2023-10-29T19:00:07Z,167
8pgoIPsQRhw,Explosions heard near Israel-Gaza border,NBC News,9330000,114646,719,-1,342,2023-10-28T23:30:01Z,58
O7RV5S_hyug,‘I don’t know if they are still alive': Gaza hit with communications blackout,NBC News,9330000,176644,670,351,667,2023-10-28T23:00:08Z,65
iZz9T6Ov04A,Thousands join pro-Palestinian demonstration in London,NBC News,9330000,76318,1020,-1,889,2023-10-28T21:00:19Z,62
l8O7tV1G7yM,Erdogan slams Israel as ‘war criminal’ at pro-Palestinian rally,NBC News,9330000,600404,6675,1379,4655,2023-10-28T20:00:23Z,72
MYGXtj6E1pk,West Bank protests remain calm as blackouts in Gaza halt communication,NBC News,9330000,11556,96,-1,35,2023-10-28T20:00:10Z,112
nOag7sJ4Uwo,IDF describes ground invasion as 'phase two' of war,NBC News,9330000,114147,678,212,325,2023-10-28T19:30:05Z,336
_CNR8NSvyh4,Full Special Report: Israeli ground operation expanding in Gaza,NBC News,9330000,603402,4942,-1,1941,2023-10-28T18:47:43Z,843
yZaSE9BOf1c,Netanyahu says Israel will expand ground operations in Gaza,NBC News,9330000,32199,124,113,159,2023-10-28T18:40:06Z,133
Pas-v8IXrf4,Sounds of fighting continue near Israel-Gaza border amid blackouts,NBC News,9330000,18466,108,-1,25,2023-10-28T19:00:11Z,48
mhoP7faUlLw,The Breakdown: The Israel-Hamas War,NBC News,9330000,191229,1428,-1,329,2023-10-28T03:08:52Z,2814
N9QPZd9muKA,Sirens and explosions heard over Gaza as Israel expands ground operation,NBC News,9330000,164761,812,67,560,2023-10-28T03:15:02Z,176
EDLNrG2vL0c,Israel-Hamas war protest closes NYC’s Grand Central Terminal,NBC News,9330000,81684,597,-1,748,2023-10-28T03:45:00Z,56
jd1M7nZdzB0,Many Americans in Gaza still trying to get out amid Israel-Hamas war,NBC News,9330000,14541,82,13,102,2023-10-28T02:30:17Z,128
EBvYBGvwQ4o,Tensions high for Israel's Arab Muslim population,NBC News,9330000,23035,117,-1,122,2023-10-28T01:30:08Z,143
TodXbRS3kmg,Israel announces expanding ground operations against Hamas in Gaza,NBC News,9330000,153411,1080,549,822,2023-10-27T23:30:20Z,212
lyAiHZnYn0s,Gaza hit by multiple airstrikes as Israel intensifies attacks,NBC News,9330000,39963,284,-1,220,2023-10-27T22:00:21Z,84
Y48z2VviClg,Engel: Israel intensifies strikes in Gaza: ‘You can hear some of the explosions’,NBC News,9330000,191204,1113,-1,580,2023-10-27T21:00:19Z,527
kSY3Fc00FI4,Internet cut in Gaza as Israel intensifies ground operation,NBC News,9330000,84348,441,31,526,2023-10-27T18:06:53Z,183
Yz8fdPSL-Tc,Israel conducts second raid on Gaza to prepare for ground invasion,NBC News,9330000,97703,346,-1,370,2023-10-27T14:30:12Z,256
-i_nfqFvisk,Qatari negotiator 'hopeful' of deal for Hamas to release civilian hostages,NBC News,9330000,7497,54,0,23,2023-10-27T12:00:02Z,65
Gxqt1UQiP3A,Israeli military stages another limited raid into the Gaza Strip,NBC News,9330000,110102,423,-1,263,2023-10-27T11:30:12Z,62
AaU0JFUG-O8,Arabs in Israel fear consequences for speaking out about Israel-Hamas war,NBC News,9330000,38673,268,54,332,2023-10-27T04:00:06Z,311
yM-ccopTc-I,Rising tensions in the U.S. amid Israel-Hamas war,NBC News,9330000,10627,63,-1,42,2023-10-27T00:45:02Z,101
5Ta5tfJr2IU,Israel says they killed top Hamas commander in airstrike,NBC News,9330000,96082,731,-1,502,2023-10-27T00:30:06Z,159
rf2cutOLNgY,Family of Judith and Natalie Raanan confirms another missing family member is dead,NBC News,9330000,10106,78,0,32,2023-10-26T22:00:37Z,274
Bx_k7n6qnqo,Israel’s gun stores doing record business since Oct. 7 attacks,NBC News,9330000,12013,156,-1,91,2023-10-26T21:30:01Z,106
vGdVlikMoRc,Palestinian sisters killed in their home during Gaza airstrikes,NBC News,9330000,15255,130,0,221,2023-10-26T19:00:34Z,95
m3mS0-6tD-4,See inside the tent city sheltering Israelis in a Tel Aviv suburb,NBC News,9330000,8134,63,-1,60,2023-10-26T16:30:14Z,36
DHh6fhEM-IM,Critical fuel shortage in Gaza could halt humanitarian efforts,NBC News,9330000,13003,66,0,71,2023-10-26T16:00:08Z,345
iYRunTVHXAY,"Video shows 'targeted raid' into the northern Gaza Strip, the Israeli military says",NBC News,9330000,49990,268,-1,98,2023-10-26T11:18:52Z,59
quFHQkgnl4k,Hezbollah marks ‘deadliest day’ after more than a dozen fighters killed,NBC News,9330000,61200,453,-1,278,2023-10-26T05:00:24Z,171
808IgGwV1W4,‘This is a massacre!’: Rescue workers fight to save children in Gaza airstrike rubble,NBC News,9330000,310147,5749,0,3925,2023-10-26T04:45:00Z,159
iFEXe2b7RS8,Gaza hospital on verge of collapse as resources are running out,NBC News,9330000,7711,79,-1,90,2023-10-26T04:00:31Z,178
5hFRo19afmU,IDF shows journalists raw footage of the October 7 Hamas terror attack,NBC News,9330000,208630,1233,0,756,2023-10-26T00:15:00Z,161
62oV-OPEORw,"Gaza’s health care system in ‘state of complete collapse,’ Gaza Health Ministry says",NBC News,9330000,10178,86,-1,137,2023-10-26T00:00:02Z,118
gCqdFiGkKZM,"Biden: Israel has ‘right and responsibility’ to target Hamas, but must protect civilians",NBC News,9330000,16979,147,-1,154,2023-10-25T23:45:02Z,195
rMKf_SkkXYY,Petraeus: ‘There needs to be a plan for what comes next’ after Hamas is destroyed,NBC News,9330000,24654,231,2,121,2023-10-25T23:00:35Z,382
p4fDmvk6OUY,‘This is increasingly becoming a children’s crisis’ in Gaza: UNICEF spokesperson,NBC News,9330000,34118,233,-1,171,2023-10-25T22:30:05Z,272
9hhUuFogkaA,Australia PM Albanese announces additional $15 million in aid to Gaza,NBC News,9330000,2905,18,0,29,2023-10-25T19:45:01Z,60
l0R23wnIX9Y,"Hamas 'does not represent the vast majority' of Palestinians in Gaza, Biden says",NBC News,9330000,9147,72,-1,163,2023-10-25T18:45:02Z,236
xsRleiQGqyk,‘This is false’: U.N. chief refutes accusations he excused Hamas attacks,NBC News,9330000,4411,47,0,50,2023-10-25T18:15:16Z,113
o3I8zygVG84,IDF releases Hamas documents directing how to carry out civilian abductions,NBC News,9330000,11754,117,-1,86,2023-10-25T13:00:21Z,235
3mIr3o9jgtE,Calls for a cease-fire grow as Israel continues Gaza bombardment,NBC News,9330000,12211,72,-1,49,2023-10-25T12:15:00Z,320
7eI8OWEAXyk,Eyewitness says it was 'no ordinary rocket' as Israel releases video of Gaza missile strikes,NBC News,9330000,58334,133,91,226,2023-10-25T12:00:06Z,84
hP9_E2rDB9U,Baby delivered by emergency C-section after mother injured in a blast at her Gaza home,NBC News,9330000,6060,40,-1,23,2023-10-25T11:00:37Z,50
B-pO3Vzi_04,‘We are issuing a death sentence’: Gaza hospitals running out of fuel and space,NBC News,9330000,74900,683,25,380,2023-10-25T05:00:08Z,83
RIFMuETUdyE,‘There is no safety anywhere’: Airstrikes flatten buildings in Khan Younis,NBC News,9330000,5726,50,-1,55,2023-10-25T04:30:14Z,62
hh5_8V4zOho,Gaza hospitals on the brink of collapse as Israel continues to strike,NBC News,9330000,11454,125,0,116,2023-10-25T02:30:15Z,154
871wz5zXXiE,Drone attacks in Iraq and Syria injure two dozen U.S. military personnel,NBC News,9330000,484484,2031,-1,877,2023-10-25T01:00:05Z,156
-lDm35CcDGc,Calls for cease-fire over Gaza humanitarian crisis grow,NBC News,9330000,66237,336,0,558,2023-10-24T23:45:00Z,122
7FYJ5iuRuao,"Israel-Hamas war: Images of Gaza devastation, newly released hostage speaks out",NBC News,9330000,124662,801,-1,587,2023-10-24T23:30:01Z,277
2xzp8kQBi0w,Video shows crowd heckling Israeli foreign minister amid remarks on hostages,NBC News,9330000,20391,187,-1,220,2023-10-24T23:00:01Z,117
nY-f6jY9kqw,Rep. Thanedar: Arab Americans should see Israel-Hamas war as a ‘fight against terrorism’,NBC News,9330000,20302,107,260,106,2023-10-24T22:30:05Z,279
WgV-QAFQdMw,Some Muslim and Arab Americans furious with President Biden over Israel support,NBC News,9330000,258548,2433,-1,2773,2023-10-24T22:00:16Z,204
o3tCVLwb_wE,Aid entering Gaza Strip is ‘wholly insufficient’ to help humanitarian crisis,NBC News,9330000,12485,63,0,95,2023-10-24T21:31:24Z,593
GE4FXNDAxG8,U.N. chief calls for a cease-fire as Israel-Hamas war continues,NBC News,9330000,19060,315,-1,405,2023-10-24T15:30:04Z,367
2r9QxJp_508,This Morning’s Top Headlines – Oct. 24,NBC News,9330000,47207,327,-1,112,2023-10-24T12:54:31Z,1326
NNJIL0zKS08,Freed hostage describes what it was like being taken by Hamas,NBC News,9330000,104184,708,94,697,2023-10-24T12:30:23Z,254
EnC09XapurI,"'Very moving' to see released hostages reunited with their families, nurse says",NBC News,9330000,1975,14,-1,4,2023-10-24T11:45:00Z,46
